0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,140.5,134.0,135.2,154.2,198.0,261.9,336.9,407.5,470.5,520.4,566.9,609.7,644.9,674.8,700.4,720.3,246.4,288.3,350.4,413.0,468.6,551.8,600.9,647.3,692.3,720.0,501.6,496.9,492.3,486.7,404.4,435.9,469.7,501.8,530.9,308.2,344.1,376.2,405.4,374.7,343.6,568.4,601.9,631.7,655.9,629.2,599.9,320.1,378.5,427.3,453.8,482.5,514.4,538.3,504.7,471.8,443.1,413.0,367.9,338.6,420.7,448.8,477.3,524.8,474.0,446.1,416.9,317.5,390.2,457.6,527.5,596.7,664.7,724.4,770.4,788.0,780.6,751.0,714.0,664.3,603.5,534.7,463.4,391.5,277.6,236.4,227.1,243.3,273.7,283.4,270.4,270.7,286.3,323.7,347.5,401.0,454.3,508.9,512.2,530.7,547.8,540.7,532.9,334.0,332.2,336.2,349.3,351.5,347.0,371.9,368.7,374.4,384.7,389.3,384.4,597.2,587.7,588.2,599.1,596.8,610.4,631.0,661.3,669.6,668.9,662.2,643.9,602.3,609.4,616.8,617.8,631.8,635.1,634.6,628.5,0.401393,0.326572,-0.855707,0.060573,0.253862,-0.965342,0.0,0.0,0.0,0.0,0.0,0.0,-46.4,35.3,224.1,0.005,-0.341,0.196
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,70.2,56.6,52.4,64.3,96.8,143.9,200.6,294.9,391.9,474.9,543.9,592.5,623.5,640.4,648.3,649.6,163.7,215.5,273.2,330.6,377.6,505.9,562.3,610.5,643.3,651.7,421.8,414.9,409.6,405.2,309.4,349.0,388.2,427.6,459.8,200.3,241.9,279.3,308.0,273.0,237.9,496.5,532.9,567.3,591.5,562.7,529.4,232.8,295.5,346.8,390.9,441.5,475.8,490.9,466.4,428.5,376.8,329.7,281.6,252.5,338.6,383.9,434.4,475.9,436.4,384.0,338.7,307.5,381.4,453.5,519.2,581.1,636.6,685.8,740.1,769.8,761.2,703.9,639.9,575.0,510.6,458.5,405.8,353.8,206.6,197.3,198.1,216.1,244.4,254.6,243.4,240.6,259.3,287.4,337.6,396.8,454.4,510.8,514.9,536.9,554.1,546.3,533.6,308.2,304.5,310.5,324.7,325.9,321.5,344.7,338.8,344.9,353.9,358.0,353.8,603.5,584.1,583.5,597.7,590.4,594.1,612.2,638.1,666.1,671.8,662.6,640.2,607.0,614.8,622.4,621.6,613.2,627.3,632.0,622.8,0.456847,0.391908,-0.79856,-0.041447,0.323452,-0.945336,0.0,0.0,0.0,0.0,0.0,0.0,-60.3,28.8,211.4,0.157,-0.4,0.21
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,22.6,12.3,9.7,18.4,50.2,105.7,169.6,265.0,366.9,450.5,521.2,568.0,595.7,610.6,620.2,624.2,108.0,144.7,202.4,264.7,316.6,440.8,495.7,549.2,591.9,610.0,371.9,365.6,360.1,354.8,272.5,306.2,342.0,378.6,410.0,149.6,188.6,224.8,256.4,221.7,187.9,458.0,493.5,528.3,555.1,524.2,490.2,203.1,256.3,306.3,337.1,371.2,407.8,434.6,398.5,356.7,320.6,286.5,243.0,221.3,299.2,331.8,365.7,418.9,362.9,326.9,294.4,288.4,359.9,426.1,487.4,547.1,602.2,651.7,704.1,734.3,729.7,680.7,625.5,562.0,495.8,437.1,376.2,316.3,187.3,160.7,153.5,174.8,210.8,217.7,198.6,192.0,207.4,239.6,298.5,361.3,422.2,482.7,483.2,504.7,521.4,514.4,502.9,274.9,270.6,275.6,288.8,290.3,286.4,308.5,302.3,307.3,316.6,321.0,316.9,576.9,558.8,559.7,571.8,565.8,575.3,595.3,632.8,652.9,654.3,646.4,621.1,580.2,588.4,593.9,595.2,596.3,615.0,615.9,608.7,0.48016,0.395154,-0.783135,0.028789,0.342421,-0.939105,0.0,0.0,0.0,0.0,0.0,0.0,-70.1,21.2,207.0,0.137,-0.38,0.178
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.1,-4.0,-2.7,1.3,15.5,46.1,81.5,123.9,197.3,284.8,363.4,436.1,489.1,522.5,539.7,556.3,567.4,-0.7,40.5,106.7,173.2,233.5,352.5,420.6,482.6,536.7,560.5,288.1,281.0,274.7,270.3,184.1,219.3,259.4,302.0,335.6,59.8,97.0,136.6,173.6,133.1,94.9,371.3,414.0,452.1,484.0,448.7,410.9,118.6,173.4,225.0,255.0,290.6,330.0,365.9,322.9,280.0,241.8,207.1,158.4,135.1,221.7,253.7,289.0,349.1,286.0,248.7,216.4,206.3,313.6,418.2,506.3,583.4,635.7,669.2,702.0,720.2,714.2,664.7,598.1,522.7,433.8,357.0,285.5,218.5,116.1,74.7,59.1,67.3,92.6,99.3,93.1,92.1,110.2,150.2,185.0,254.2,322.9,392.5,395.3,416.4,434.8,422.5,406.7,185.8,179.3,181.8,192.6,197.4,196.0,208.3,202.7,208.4,218.1,223.4,218.4,499.3,480.6,476.6,487.6,481.7,492.1,509.0,548.6,568.7,571.0,567.1,546.9,504.9,504.2,509.3,510.5,514.1,520.1,523.9,520.6,0.485249,0.28656,-0.826085,-0.020483,0.372859,-0.927662,0.0,0.0,0.0,0.0,0.0,0.0,-84.9,2.8,200.7,0.006,-0.308,0.059
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-11.6,-11.1,-4.3,4.1,17.2,44.2,73.5,100.1,161.2,247.6,327.3,401.3,457.5,494.2,514.5,531.4,539.6,-24.2,28.8,80.8,123.8,164.9,312.8,386.8,445.6,500.5,535.9,236.0,224.6,214.7,207.5,134.0,160.3,196.5,242.6,279.3,19.3,53.1,91.4,127.9,85.8,47.8,321.5,363.7,401.6,436.5,399.3,362.0,69.7,119.6,169.9,201.0,243.7,291.7,333.3,287.1,237.2,192.5,154.4,104.0,82.7,169.4,203.1,245.6,319.6,242.5,198.6,164.5,139.6,261.8,387.2,485.9,571.4,620.9,643.9,661.0,673.3,668.7,620.2,548.4,470.2,375.9,297.2,221.7,149.7,43.1,33.5,33.3,36.5,45.0,47.9,53.6,49.1,56.0,75.4,112.8,183.1,253.7,324.9,339.8,358.9,375.2,362.4,343.7,114.2,101.8,104.2,122.7,122.9,122.5,136.3,118.2,121.8,137.2,143.0,138.8,453.3,432.2,426.8,439.2,434.2,444.9,461.2,500.8,524.1,526.8,522.4,499.7,461.5,452.8,458.4,461.6,468.5,472.0,476.1,472.6,0.395577,0.280231,-0.874637,-0.044205,0.325506,-0.944506,0.0,0.0,0.0,0.0,0.0,0.0,-93.5,-8.4,198.8,0.076,-0.205,0.057
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.6,-6.7,-5.6,-3.7,1.0,12.2,33.6,73.1,144.8,241.5,331.2,411.5,466.2,489.5,496.4,490.3,473.7,-10.9,28.5,66.7,96.4,124.4,287.9,344.5,390.1,431.7,464.7,206.9,192.1,178.8,166.2,105.2,133.4,170.3,214.7,255.3,19.7,47.2,85.9,124.0,80.8,42.4,300.5,340.1,379.3,410.1,374.7,337.4,54.1,95.2,145.1,179.8,221.7,278.0,327.9,272.7,212.5,167.3,130.7,85.9,68.5,145.9,180.1,224.3,305.7,216.3,173.1,139.6,122.8,204.6,297.7,388.3,480.8,564.7,636.3,696.7,720.5,712.2,655.1,580.3,504.9,424.1,341.7,257.0,175.7,-3.2,8.2,27.6,50.4,71.2,91.7,83.8,78.8,82.3,98.7,126.4,193.7,260.5,329.1,339.2,361.8,379.4,370.4,354.7,90.5,69.4,75.6,104.6,105.6,102.2,121.6,100.8,107.0,129.3,132.2,126.1,470.5,449.2,441.0,451.4,442.7,453.4,476.3,523.3,544.6,547.6,541.7,518.6,476.6,472.9,474.8,473.0,482.4,493.3,496.8,490.7,0.235091,0.407493,-0.882429,0.043962,0.255042,-0.96593,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,-8.0,195.1,0.065,-0.243,0.098
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-7.7,-9.3,-10.8,-12.3,-4.5,29.3,88.1,186.2,303.5,402.6,486.3,541.9,562.7,567.4,561.0,543.0,-8.9,31.3,62.0,87.5,115.5,327.0,386.9,432.8,472.1,507.5,229.5,221.0,213.2,205.4,135.4,170.1,211.2,256.1,296.6,19.4,46.2,86.1,130.1,85.2,46.7,334.9,374.3,415.6,453.4,412.2,373.4,83.1,126.8,179.2,215.7,256.8,317.3,370.0,318.5,256.2,211.5,173.9,124.0,100.0,181.6,217.5,260.6,347.9,256.6,214.3,179.6,171.4,240.4,317.2,390.8,470.0,549.9,624.7,699.3,740.4,735.9,681.2,608.4,533.9,456.5,380.7,300.1,222.5,40.7,66.3,88.1,112.7,130.3,151.3,143.0,133.2,130.3,133.3,195.2,259.5,323.7,389.2,396.1,420.0,437.4,429.3,411.9,147.1,132.3,137.6,162.9,163.4,160.3,178.0,158.6,163.9,180.5,185.3,180.3,537.2,512.6,504.4,514.8,505.5,515.8,539.6,585.3,609.3,611.4,605.6,580.3,541.9,536.3,537.2,536.8,543.8,560.8,561.9,556.0,0.348286,0.334731,-0.875586,-0.060879,0.278122,-0.958614,0.0,0.0,0.0,0.0,0.0,0.0,-84.8,2.8,186.5,0.092,-0.274,0.1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3,-7.6,-5.4,-2.3,1.1,24.0,75.9,143.4,235.4,337.8,425.6,507.7,578.9,619.2,637.3,640.4,632.3,-15.6,28.5,64.5,97.9,136.4,341.4,411.0,462.3,512.0,566.0,244.9,240.2,235.6,231.2,164.2,199.0,240.1,285.3,325.4,23.5,53.0,94.2,140.1,95.7,56.6,367.5,405.5,449.2,493.6,448.5,407.6,118.0,164.1,215.0,250.1,287.8,347.2,402.2,354.4,297.1,255.9,218.7,166.8,137.3,218.7,254.0,293.1,382.1,291.1,252.8,218.9,242.9,311.1,379.7,440.2,508.2,575.0,638.8,708.1,753.1,748.2,701.9,641.2,575.5,501.6,426.1,347.1,268.3,110.2,141.7,167.0,190.1,205.5,218.0,209.5,195.2,183.4,169.6,277.0,338.6,401.4,465.6,473.3,495.5,511.0,501.4,483.5,219.7,212.2,216.5,238.2,240.4,236.6,252.5,231.8,235.7,246.5,257.8,254.5,611.2,597.3,588.8,599.2,591.6,598.0,610.7,650.7,675.5,677.2,672.7,649.7,619.4,616.5,618.7,619.0,616.0,628.4,627.4,622.4,0.484508,0.342863,-0.804796,-0.289945,0.323187,-0.900823,0.0,0.0,0.0,0.0,0.0,0.0,-78.2,16.7,185.8,0.156,-0.23,0.094
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,-6.6,-0.7,16.4,38.6,79.2,141.9,208.9,305.9,407.4,489.4,571.0,642.3,684.6,704.7,718.8,727.6,6.0,35.2,102.7,184.5,256.5,387.8,487.7,584.4,658.1,683.0,310.9,306.1,301.9,298.7,229.9,265.1,302.7,345.3,381.8,58.6,95.3,141.2,188.0,147.4,102.8,434.1,475.0,523.8,568.4,523.4,475.7,207.9,235.3,276.1,308.7,341.7,397.0,432.4,404.0,356.4,318.1,280.4,238.4,231.3,279.4,312.5,345.7,412.7,349.7,314.0,280.1,288.6,369.1,441.5,501.1,564.2,621.4,677.4,742.0,785.4,772.5,722.0,668.7,609.8,540.3,467.8,386.4,307.5,174.7,147.4,145.5,171.2,214.3,211.6,179.1,161.0,184.3,214.4,326.7,395.1,460.9,528.0,544.3,560.5,574.2,565.5,551.1,283.1,274.7,279.2,298.0,301.8,299.2,313.7,289.7,294.1,302.9,319.8,317.6,700.8,669.5,657.5,670.6,663.9,678.1,700.6,751.6,780.6,781.8,776.2,744.2,701.9,687.8,691.4,694.7,699.5,729.5,728.9,721.8,0.443313,0.309503,-0.841238,-0.360022,0.341385,-0.86824,0.0,0.0,0.0,0.0,0.0,0.0,-60.3,26.8,171.5,0.238,-0.217,0.113
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.5,0.7,8.7,21.0,38.0,80.9,147.3,220.6,316.4,419.4,511.4,606.5,686.4,737.0,768.5,795.4,815.7,16.2,45.7,131.1,237.1,332.3,417.6,516.2,618.0,711.4,758.4,374.0,368.3,362.9,358.6,278.8,314.1,352.7,394.2,429.0,102.9,150.7,199.8,246.8,203.5,155.6,498.6,545.8,596.7,644.7,593.8,543.0,221.4,268.2,329.1,343.7,355.3,411.8,461.7,407.0,350.4,334.2,310.8,255.4,246.1,326.4,343.5,354.0,440.3,350.3,336.5,318.4,326.0,411.9,487.4,556.1,633.8,704.4,771.7,838.8,873.3,849.9,785.4,723.2,655.6,577.6,494.3,406.9,323.1,220.0,171.4,160.5,189.0,247.3,232.1,195.6,181.4,203.0,244.1,346.7,413.2,477.1,544.4,572.5,585.9,596.1,589.2,581.4,309.5,303.3,306.0,323.3,329.0,326.1,334.4,316.5,321.9,330.5,346.2,342.7,720.8,691.7,685.5,696.8,690.2,713.7,736.6,826.3,856.6,856.0,852.5,806.9,722.1,718.4,720.6,725.5,737.0,791.1,790.2,787.0,0.475662,0.31685,-0.82058,-0.264524,0.373179,-0.88925,0.0,0.0,0.0,0.0,0.0,0.0,-49.2,31.7,157.8,0.211,-0.186,0.121
